"评论编号","评论用户","评论微博","评论内容","sentiment"
"5332","CHUNGHIUSIN","844","怎么看着像学校里的教学铐[费解][费解][费解]","2"
"5333","Lin_1110","844","盘他","2"
"5334","W喜欢的","844","啧啧～蜀蜀很会紧跟潮流啊[偷笑]","2"
"5335","差不多的梁XX","844","啧啧～蜀蜀很会紧跟潮流啊[偷笑]","2"
"5336","黑水煮粥","844","啧啧～蜀蜀很会紧跟潮流啊[偷笑]","2"
"5337","YIIRR","844","没必要 您这样真的没必要","0"
"5338","有七十七个我","844","没必要 您这样真的没必要","0"
"5339","脸盲患者_","844","没必要 您这样真的没必要","0"
"5340","阳了二郑-","844","没必要 您这样真的没必要","0"
"5341","爱搓澡的东北人","844","小时候见小伙伴玩过手铐，一直想有拥有一个，但是法律不允许","0"
"5342","郑州丫头","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5343","我的名字很长不信你看_","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5344","舒舒舒十一","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5345","活蹦乱跳的凑居","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5346","任性阿琪","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5347","我是DOMOMO","844","啧啧！有实体店的呀，买一副送一单间……","2"
"5348","世界上最可爱的阿楠","844","喜欢雾霾蓝.啥时候出？","1"
"5349","栖迟7C","844","喜欢雾霾蓝.啥时候出？","1"
"5350","不设防了","844","喜欢雾霾蓝.啥时候出？","1"
"5351","小侯同学有点胖","844","喜欢雾霾蓝.啥时候出？","1"
"5352","烧饼豆浆配油条丫","844","喜欢雾霾蓝.啥时候出？","1"
"5353","贱炸啊","844","有其他颜色吗？","1"
"5354","荳腐花将軍","844","有其他颜色吗？","1"
"5355","金坷垃经销商","844","有其他颜色吗？","1"
"5356","小锐锐1021","844","有其他颜色吗？","1"
"5357","快点子默zzzzz","844","有其他颜色吗？","1"
"5358","卡布不靠谱","844","想盘他","2"
"5359","百二十","844","hahahahahahaha","2"
"5360","不喜欢喝阔落呀","844","hahahahahahaha","2"
"5361","轩小花是维护世界和平的美少女","844","hahahahahahaha","2"
"5362","孟土豆","844","hahahahahahaha","2"
"5363","我要养只狗叫毛进财","844","hahahahahahaha","2"
"5364","咕吟","844","hahahahahahaha","2"
"5365","如果我们有如果","844","这么简陋的手铐？","2"
"5366","曾较瘦ok","844","这么简陋的手铐？","0"
"5367","猫爷吉祥","844","这么简陋的手铐？","0"
"5368","撒椒h","844","这么简陋的手铐？","0"
"5369","超可爱越顺越可爱","844","这么简陋的手铐？","0"
"5370","少女你可不能再吃了","844","考虑出周边么[喵喵]","1"
"5371","shadowstormtroopers","844","考虑出周边么[喵喵]","1"
"5372","珍的琬安","844","考虑出周边么[喵喵]","1"
"5373","日渐消瘦是不可能的","844","某宝又要出爆款了","2"
"5374","温星久","844","某宝又要出爆款了","2"
"5375","Ars-MIMI王","844","某宝又要出爆款了","2"
"5376","糖炒栗子真香","844","某宝又要出爆款了","2"
"5377","苏哈哈哈爬","844","有没有XL码","1"
"5378","张先生的毕可爱","844","有没有XL码","1"
"5379","zmt要长高","844","有没有XL码","1"
"5380","桑格子的流年纪","844","有没有XL码","1"
"5381","我要养只柴","844","有没有XL码","1"
"5382","日狗青年宁小威","844","有没有XL码","1"
"5383","皮卡丘开皮卡车-","844","有没有XL码","1"
"5384","不懂哲学的哲","844","镍铁涨价换了黄铜？","1"
"5385","Alan玄子","844","手铐2019plus？？？","1"
"5386","月半明时m","844","手铐2019plus？？？","1"
"5387","YJM是大猪蹄子","844","手铐2019plus？？？","1"
"5388","我也想要一个这样的","844","手铐2019plus？？？","1"
"5389","潘斯特静子","844","手铐2019plus？？？","1"
"5390","奚奚奚啊嘻嘻嘻","844","手铐2019plus？？？","1"
"5391","夏天是魚","844","手铐2019plus？？？","1"
"5392","李牧歌sjt","844","手铐2019plus？？？","1"
"5393","又将颠沛磨成卡带","844","手铐2019plus？？？","1"
"5394","没有茄子的地三鲜","844","手铐2019plus？？？","1"
"5395","旺仔本小崽","844","手铐2019plus？？？","1"
"5396","Adca8923","844","手铐2019plus？？？","1"
"5397","今天你喂猪了吗mm","844","以后颜色多了，拘留的时候先给铐（菜）单，自主选择手铐脚链囚服颜色[二哈]","2"
"5398","一只小狐妖妖","844","太搞笑了。哈哈哈哈。","2"
"5399","星期一不优雅","844","太搞笑了。哈哈哈哈。","2"
"5400","魔朕","844","太搞笑了。哈哈哈哈。","2"
"5401","北京公交623","844","来个抽奖","2"
"5402","北京太保良先生","844","坐等、看谁是第一的盘的！","2"
"5403","半盏落寞","844","坐等、看谁是第一的盘的！","2"
"5404","那捡破烂儿","844","有plus版和s版吗哈哈哈哈哈","2"
"5405","tree229","844","有plus版和s版吗哈哈哈哈哈","2"
"5406","MinionMe","844","有plus版和s版吗哈哈哈哈哈","2"
"5407","玩笑嘂","844","啥时候整渐变色[跪了][跪了][跪了]","2"
"5408","红鲤驴与绿鲤驴与驴丶","844","啥时候整渐变色[跪了][跪了][跪了]","2"
"5409","给猴喂大蒜","844","厉害[强] 我想问问某宝的链接","2"
"5410","肉食的兔子L","844","厉害[强] 我想问问某宝的链接","2"
"5411","红鲤驴与绿鲤驴与驴丶","844","厉害[强] 我想问问某宝的链接","2"
"5412","给猴喂大蒜","844","厉害[强] 我想问问某宝的链接","2"
"5413","Details时间","844","厉害[强] 我想问问某宝的链接","2"
"5414","中野何萧条","844","哈哈哈哈哈有没有哪个网红博主敢测评一下[doge]","2"
"5415","西米晓晓","844","分普通，s，plus，xs不","1"
"5416","陶柒柒","844","分普通，s，plus，xs不","1"
"5417","lll大梦一场","844","分普通，s，plus，xs不","1"
"5418","Vousrevoir_77","844","分普通，s，plus，xs不","1"
"5419","Tusul","844","有测评的吗[吃瓜]","1"
"5420","炸毛喵cc","844","这不太敢要。。。","0"
"5421","七月七雨凉","844","这不太敢要。。。","0"
"5422","峰叔__","844","这不太敢要。。。","0"
"5423","贵小皮","844","想要，，，啊，说错了","0"
"5424","木兰殇--木兰香","844","想要，，，啊，说错了","0"
"5425","我叫大中小","844","想要，，，啊，说错了","0"
"5426","黄油百合秋子","844","想要，，，啊，说错了","0"
"5427","暴力分子","844","想要，，，啊，说错了","0"
"5428","穿心的水银2006","844","网上有售！","2"
"5429","台湾那点事儿","844","褪色不？[费解][费解][费解]","1"
"5430","赵南景","844","褪色不？[费解][费解][费解]","1"
"5431","是狐大仙","844","hhhh","2"
"5432","猴子HHHHHHH","844","hhhh","2"
"5433","莫shuo相公痴","844","hhhh","2"
"5434","今天你吃红豆了吗","844","hhhh","2"
"5435","我的黑眼圈没救了","844","好好看[憧憬][doge]","2"
"5436","特爱邰","844","好好看[憧憬][doge]","2"
"5437","扭扭海","844","好好看[憧憬][doge]","2"
"5438","98年后的春夏秋冬","844","好好看[憧憬][doge]","2"
"5439","待星来披","844","好好看[憧憬][doge]","2"
"5440","SNH48-谷嘉诚","844","好好看[憧憬][doge]","2"
"5441","待星来披","844","好好看[憧憬][doge]","2"
"5442","Decadeee","844","好好看[憧憬][doge]","2"
"5443","奥了个猪","844","好好看[憧憬][doge]","2"
"5444","南方天空北方雪","844","广告词我都想好了，玫瑰金手镯，你值得拥有","2"
"5445","蓝色海洋龙猫","844","广告词我都想好了，玫瑰金手镯，你值得拥有","2"
"5446","给你买糖吗","844","可以，但没必要","0"
"5447","你就叫我母后吧","844","可以，但没必要","0"
"5448","祎无反顾","844","挺好看的，但是可远观而不可亵玩[允悲]","0"
"5449","iN_East","844","抽一名在逃罪犯送出","2"
"5450","myron517","844","抽一名在逃罪犯送出","2"
"5451","一只白勺子","844","抽一名在逃罪犯送出","2"
"5452","with7ou","844","抽一名在逃罪犯送出","2"
"5453","Hermosa_la_vida","844","抽一名在逃罪犯送出","2"
"5454","myron517","844","抽一名在逃罪犯送出","2"
"5455","山海不可平REA","844","抽一名在逃罪犯送出","2"
"5456","myron517","844","抽一名在逃罪犯送出","0"
"5457","子悬x","844","可以 但没必要","0"
"5458","myron517","844","可以 但没必要","0"
"5459","吊儿郎当oh","844","可以 但没必要","0"
"5460","myron517","844","可以 但没必要","0"
"5461","媛谈","844","可以 但没必要","0"
"5462","一个垂直握把l","844","不送，也不给体验，你发什么发[doge][doge]","0"
"5463","达娃弯弯","844","咋的想圈钱吗","0"
"5464","我过路的宝贝","844","咋的想圈钱吗","0"
"5465","考拉的老大","844","有毒[doge][doge]","0"
"5466","山窝窝沟","844","估计又会轮到台上哪位口吐莲花的大人用了","0"
"5467","NIRVANA-VIIIII","844","估计又会轮到台上哪位口吐莲花的大人用了","0"
"5468","SepiaGOE","844","？[doge]","1"
"5469","沈芸薇","844","？[doge]","1"
"5470","沈芸薇","844","我一直很想问，会褪色吗？是真玫瑰金吗？可以放火里烤吗？真金不怕火炼嘛！","1"
"5471","保定电竞谢广坤","844","我一直很想问，会褪色吗？是真玫瑰金吗？可以放火里烤吗？真金不怕火炼嘛！","1"
"5472","李清时_","844","辣眼睛","0"
"5473","Faifaikf","844","辣眼睛","0"
"5474","秋天里的徐月亮","844","辣眼睛","0"
"5475","台湾那点事儿","844","辣眼睛","0"
"5476","白冥羽","844","辣眼睛","0"
"5477","Lizhi慧","844","万物皆可盘     放在手上盘它[二哈]","2"
"5478","boboli926","844","万物皆可盘     放在手上盘它[二哈]","2"
"5479","ao_酱","844","万物皆可盘     放在手上盘它[二哈]","2"
"5480","橘子味的救心丸","844","我觉得你们可以考虑限量版……","2"
"5481","DYS48-LS","844","还挺好看[喵喵]","2"
"5482","润之翔宇0","844","敢铐清真不？","0"
"5483","甜翻你喔","844","敢铐清真不？","0"
"5484","真情实感戒酒","844","敢铐清真不？","0"
"5485","_蹲街吃泡面","844","敢铐清真不？","0"
"5486","Vauseman4EVER","844","敢铐清真不？","0"
"5487","王小羊儿","844","敢铐清真不？","0"
"5488","他于今夜来","844","敢铐清真不？","0"
"5489","LL起飞","844","敢铐清真不？","0"
"5490","糖要正大光明吃","844","没必要 真的没必要[doge][doge]","0"
"5491","油蛙兔","844","没必要 真的没必要[doge][doge]","0"
"5492","打牌吗三缺一","844","没必要 真的没必要[doge][doge]","0"
"5493","打牌吗三缺一","844","没必要 真的没必要[doge][doge]","0"
"5494","馬慶龍Mark","844","你们不出个张学友联名款说得过去？！嗯？！[并不简单]","1"
"5495","酱拌冷面","844","你们不出个张学友联名款说得过去？！嗯？！[并不简单]","1"
"5496","蚊子太爱我了该怎么办","844","你们不出个张学友联名款说得过去？！嗯？！[并不简单]","1"
"5497","愤怒的老强","844","真皮[笑cry]","2"
"5498","月半儿了","844","真皮[笑cry]","2"
"5499","桉柚茶","844","真皮[笑cry]","2"
"5500","只是贪恋窗外好风景vv","844","真皮[笑cry]","2"
"5501","吳小邪xiaonan","844","盘他！","2"
"5502","小贝贝啦","844","真是令人感动呢[吃瓜]","2"
"5503","LIXIANG_2","844","算了吧，没必要","2"
"5504","中年锦依卫","844","半夜笑出猪叫","2"
"5505","向-叶-枫-林-V","844","半夜笑出猪叫","2"
"5506","我还能继续冲","844","半夜笑出猪叫","2"
"5507","瓜皮妖","844","半夜笑出猪叫","2"
"5508","陆石柒号","844","全新的配色，采用了和iPhone一样的物理气相沉积（PVD）着色工艺，使得金色更加娇艳欲滴，而且保留了金属的丝般顺滑，和绝佳的可靠性。是2019年馈送“苍蝇、老虎”最好的礼物。现在预约还享12期免手续费服务。","2"
"5509","胖达达达君","844","全新的配色，采用了和iPhone一样的物理气相沉积（PVD）着色工艺，使得金色更加娇艳欲滴，而且保留了金属的丝般顺滑，和绝佳的可靠性。是2019年馈送“苍蝇、老虎”最好的礼物。现在预约还享12期免手续费服务。","2"
"5510","中年锦依卫","844","哈哈哈发到b站看看沙雕弹幕的反应","2"
"5511","斯内克大牛","844","辞旧迎新，春节即将到来，终于可以给自己换一副新的手铐……额…不对，新的手机了。。。真开心[挖鼻]","2"
"5512","胖鱼鼹","844","辞旧迎新，春节即将到来，终于可以给自己换一副新的手铐……额…不对，新的手机了。。。真开心[挖鼻]","2"
"5513","TTTTTTTTTT5TTTTT","844","转发拷上一个，看看是谁那么幸运[doge]","2"
"5514","醉语呓人丶","844","抽奖吗？？？","1"
"5515","kcmoon","844","抽奖吗？？？","1"
"5516","錢發財財","844","抽奖吗？？？","1"
"5517","巨球蛋白","844","抽奖吗？？？","1"
"5518","刺客里桑","844","抽奖吗？？？","1"
"5519","陈饕餮C","844","抽奖吗？？？","1"
"5520","斯内克大牛","844","。。。[费解][费解][费解]","0"
"5521","兰台有客","844","。。。[费解][费解][费解]","0"
"5522","七号银河碎片","844","。。。[费解][费解][费解]","0"
"5523","我不能告诉你我叫什么","844","可以 但没必要","0"
"5524","麻吉乌贼","844","第二个半价吗？","1"
"5525","蓝发甜心贝吉塔","844","谢邀，可以拥有但没必要","0"
"5526","秦铂瓴","844","啥时候搞个毛绒的[嘻嘻][嘻嘻]","1"
"5527","张值竖","844","啥时候搞个毛绒的[嘻嘻][嘻嘻]","1"
"5528","改一个开心的名字","844","转需","1"
"5529","白白胖胖李仙童","844","转需","1"
"5530","无心74127","844","转需","1"
"5531","无心74127","844","转需","1"
"5532","无心74127","844","转需","1"
"5533","毛头姑娘","844","那啥……算了吧……带不起……","0"
"5534","无心74127","844","那啥……算了吧……带不起……","0"
"5535","江湖毛","844","那啥……算了吧……带不起……","0"
"5536","你今日饮咗昧","844","那啥……算了吧……带不起……","0"
"5537","车狸尔","844","那啥……算了吧……带不起……","0"
"5538","无心74127","844","那啥……算了吧……带不起……","0"
"5539","贪婪会毁了一切","844","你们没有发现警察叔叔对这种事很调侃吗？","1"
"5540","酸辣小星星113","844","哈哈哈好皮[偷笑]","2"
"5541","Pausan","844","难道不是侧面反映了中国富强民主文明和谐的道路越来越畅通了吗[doge][doge][doge]","2"
"5542","心要野18丶","844","要不转发抽奖十位？开个新闻发布会，点名进去带手铐？","1"
"5543","怡宝酱_","844","要不转发抽奖十位？开个新闻发布会，点名进去带手铐？","1"
"5544","甜奶酷吉士","844","想拥有  不你不想 [微笑]","0"
"5545","快了不乐","844","想拥有  不你不想 [微笑]","0"
"5546","蓝色妖姬_范范","844","想拥有  不你不想 [微笑]","0"
"5547","Gyfu_Alex","844","想拥有  不你不想 [微笑]","0"
"5548","火锅汤底加木凛_muri","844","想拥有  不你不想 [微笑]","0"
"5549","你爱的小朋友呀","844","不可以盘他 太皮了[哈哈]","2"
"5550","小年轻就是猛","844","不可以盘他 太皮了[哈哈]","2"
"5551","顾言言言言言","844","不可以盘他 太皮了[哈哈]","2"
"5552","晴明拿燃王了我可以笑到B萌停办","844","集齐九副可以召唤神龙吗","2"
"5553","s-h-m-i-l-y-","844","集齐九副可以召唤神龙吗","2"
"5554","想吃鸭锁骨","844","集齐九副可以召唤神龙吗","2"
"5555","go泡泡","844","你给我的奶妈闪一件手铐吧都要开95了我还是没有手铐[泪][泪][泪]","0"
"5556","放线菌排泄物","844","你给我的奶妈闪一件手铐吧都要开95了我还是没有手铐[泪][泪][泪]","0"
"5557","卿轩y","844","我想知道什么段位的才配得上这“玫瑰金”[允悲]","1"
"5558","走风先生","844","我想知道什么段位的才配得上这“玫瑰金”[允悲]","1"
"5559","茫晞","844","我想知道什么段位的才配得上这“玫瑰金”[允悲]","1"
"5560","没有天鹅","844","我想知道什么段位的才配得上这“玫瑰金”[允悲]","1"
"5561","你英俊的Dad","844","我想知道什么段位的才配得上这“玫瑰金”[允悲]","1"
"5562","团长的呆毛","844","可以，但没必要","0"
"5563","zozoknkn","844","可以，但没必要","0"
"5564","最好的方糖哥哥","844","可以，但没必要","0"
"5565","白芷茶茶","844","可以，但没必要","0"
"5566","牛奶奥利奥1218","844","颜色不错，但是不太适合黄皮，我就看看就好了","0"
"5567","西诀的小桃枝","844","颜色不错，但是不太适合黄皮，我就看看就好了","0"
"5568","小锅奶盖_","844","颜色不错，但是不太适合黄皮，我就看看就好了","0"
"5569","西瓜噎到","844","淘宝链接来一个～","2"
"5570","-Criyyi","844","淘宝链接来一个～","2"
"5571","热浪阿三","844","淘宝链接来一个～","2"
"5572","鹿鹿乱撞_","844","淘宝链接来一个～","2"
"5573","爱次芒果的女汉子哦","844","淘宝链接来一个～","2"
"5574","花花很耐思","844","一个女生的角度说，玫瑰金真的很衬肤色","2"
"5575","李三心","844","一个女生的角度说，玫瑰金真的很衬肤色","2"
"5576","唐朝_唐超","844","转发不送啊","0"
"5577","shsubsus","844","转发不送啊","0"
"5578","Rrmoveon","844","转发不送啊","0"
"5579","黔北小喳喳","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5580","Rrmoveon","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5581","我一口口都不想次","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5582","玫瑰脑公-","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5583","中单卢锡安","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5584","Yu_Anan","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5585","婪亓","844","同样是腰间盘。就你们突出。你们那个是专门拷犯错的中央大员的。","0"
"5586","李李李大公子oops","844","这个新款我就不要了[doge]","0"
"5587","乖张阿","844","这个新款我就不要了[doge]","0"
"5588","A1HIGHFLASH","844","全国供应线上线下均有货，线上包邮送货上门，线下还包专人转车接送，客服电话110。（ps.两个款式都不包含钥匙。）","2"
"5589","夏哥的阿言呀","844","全国供应线上线下均有货，线上包邮送货上门，线下还包专人转车接送，客服电话110。（ps.两个款式都不包含钥匙。）","2"
"5590","非理性派XXVI","844","啥时推出平安文创之一生一起走情侣手链[疑问]","2"
"5591","_游四为","844","你们快入手啊，是新品耶[doge]","2"
"5592","Marcoryan蒋志鹏","844","你们快入手啊，是新品耶[doge]","2"
"5593","mnbvcxza00","844","你们快入手啊，是新品耶[doge]","2"
"5594","VDream-徐夢","844","我想送给我爸，他没啥不好就太自大太狂了脾气也不好，我希望国家能教育好他","0"
"5595","野生萝莉控高贵","844","转发求不送[二哈]","1"
"5596","什么都不好就是消化好-","844","转发求不送[二哈]","1"
"5597","洛阳晚亭","844","转发求不送[二哈]","1"
"5598","topOhsy","844","？？？？？？","1"
"5599","NumberSe7enteen","844","？？？？？？","1"
"5600","WOWcheery","844","？？？？？？","1"
"5601","家有小牙牙","844","？？？？？？","1"
"5602","家有小牙牙","844","有土豪金吗？[doge]","1"
"5603","Madam回路","844","有土豪金吗？[doge]","1"
"5604","一只坏九","844","警察蜀黍 我做个乖孩子的话 能摸一下这个酷炫的大镯子吗[doge]","2"
"5605","wh阳光下的花开归途","844","警察蜀黍 我做个乖孩子的话 能摸一下这个酷炫的大镯子吗[doge]","2"
"5606","哈鲁哈鲁嘟要嗨皮呀","844","警察蜀黍 我做个乖孩子的话 能摸一下这个酷炫的大镯子吗[doge]","2"
"5607","姚_Sneaker","844","警察蜀黍 我做个乖孩子的话 能摸一下这个酷炫的大镯子吗[doge]","2"
"5608","疯不落","844","警察蜀黍 我做个乖孩子的话 能摸一下这个酷炫的大镯子吗[doge]","2"
"5609","懒得上微博的学渣","844","转发抽奖?","1"
"5610","木植白石","844","转发抽奖?","1"
"5611","神人张598","844","可以试戴么[doge]","1"
"5612","湖滨滨滨","844","可以试戴么[doge]","1"
"5613","宝成守望","844","可以试戴么[doge]","1"
"5614","烤鱼教教主","844","可以试戴么[doge]","1"
"5615","木植白石","844","可以试戴么[doge]","1"
"5616","老公说喜欢名字写成老公是老妖","844","可以试戴么[doge]","1"
"5617","wuli美猪","844","看见热搜过来的 哈哈哈[嘻嘻]","2"
"5618","边伯贤的贴身内裤","844","看见热搜过来的 哈哈哈[嘻嘻]","2"
"5619","TMALLGARDEN布偶曼基康猫舍","844","看见热搜过来的 哈哈哈[嘻嘻]","2"
"5620","李弹珠","844","你真厉害 握个手  手…还 还是 算 算了吧…","0"
"5621","只合相忆","844","你真厉害 握个手  手…还 还是 算 算了吧…","0"
"5622","小壳动物群505","844","你真厉害 握个手  手…还 还是 算 算了吧…","0"
"5623","采风蒹葭","844","你真厉害 握个手  手…还 还是 算 算了吧…","0"
"5624","炎症过敏","844","你真厉害 握个手  手…还 还是 算 算了吧…","0"
"5625","国际记者大嘉毅","844","真可爱[doge][doge][doge]","2"
"5626","甜滋滋的小橘子","844","哈哈哈哈我笑死了","2"
"5627","铜墙铁壁----石头","844","可以拿出来抽奖不？[允悲]","1"
"5628","伊人依旧_MCY","844","可以拿出来抽奖不？[允悲]","1"
"5629","喂你家里没药了","844","可以拿出来抽奖不？[允悲]","1"
"5630","黄丹泳","844","可以拿出来抽奖不？[允悲]","1"
"5631","李雨苏-","844","可以拿出来抽奖不？[允悲]","1"
"5632","-司徒","844","咦？新款耶！这种和三角匙的比哪种好用？","1"
"5633","李雨苏-","844","咦？新款耶！这种和三角匙的比哪种好用？","1"
"5634","被想像愚弄","844","咦？新款耶！这种和三角匙的比哪种好用？","1"
"5635","爱吃冰激凌的甜筒","844","咦？新款耶！这种和三角匙的比哪种好用？","1"
"5636","居-沐文","844","想送一对给费渡[哈哈][哈哈]","2"
"5637","宝可梦啊","844","想送一对给费渡[哈哈][哈哈]","2"
"5638","一股清流奇葩果","844","想送一对给费渡[哈哈][哈哈]","2"
"5639","少喝阔落少熬夜","844","有联名款的吗[doge]","1"
"5640","少喝阔落少熬夜","844","唯一一个转发了不想要的东西[允悲]","0"
"5641","大杭先生2333","844","唯一一个转发了不想要的东西[允悲]","0"
"5642","大杭先生2333","844","唯一一个转发了不想要的东西[允悲]","0"
"5643","乌鸫先森","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5644","SHITOFMYHEART","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5645","宇宙尽头的锥龙火锅店","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5646","新津锦鲤","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5647","茶湮清清","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5648","麦香yu","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5649","一点就着的废柴","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5650","毓婷qvq","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5651","HAnNlll","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5652","Zz饱神","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5653","Julipiaaa","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5654","诗云是朵霸王花biu","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5655","大黄有个大脑门","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5656","小橙子Chi","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5657","一朝惊醒恍似昨日","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5658","宅纸夝","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5659","凉星颂","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5660","我们一起离开吧_","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5661","不是瓜瓜是花花","844","我不介意，但是请派一个好看有肌肉的小哥哥给我戴","2"
"5662","隐形的大长腿","844","跟tx学 弄什么至臻版[费解]","0"
"5663","杭儿个喵","844","有没有用过的评价一下[笑而不语]","1"
"5664","辫儿哥哥的_御子","844","还怪好看，出周边吗[doge]","2"
"5665","白茫茫一片毛_icon","844","新年特别版放出来","2"
"5666","你的憨h","844","新年特别版放出来","2"
"5667","sqxrlyh","844","新年特别版放出来","2"
"5668","你的憨h","844","新年特别版放出来","2"
"5669","遇山清-","844","新年特别版放出来","2"
"5670","墨子昱","844","新年特别版放出来","2"
"5671","之墨墨","844","新年特别版放出来","2"
"5672","没有人占用的昵称0476","844","新年特别版放出来","2"
"5673","一个吃不瘦的胖子zzzz","844","新年特别版放出来","2"
"5674","亦方生","844","新年特别版放出来","2"
"5675","Pipipipi5","844","请问后续会不会出联名款呢[doge]","1"
"5676","眼不見菋精","844","请问后续会不会出联名款呢[doge]","1"
"5677","鹜孖","844","请问后续会不会出联名款呢[doge]","1"
"5678","黑川樱兰ky","844","心动，丢个链接我","2"
"5679","Ok_linyff","844","心动，丢个链接我","2"
"5680","魂哥种下的麦子","844","万物皆可盘在这里不起效了","0"
"5681","2019本命年呀","844","会不会出传承系列 [污]磨砂款可以盘[二哈]","1"
"5682","夢想家滿滿","844","会不会出传承系列 [污]磨砂款可以盘[二哈]","1"
"5683","Arjing__","844","会不会出传承系列 [污]磨砂款可以盘[二哈]","1"
"5684","我可以吸一口吗","844","会不会出传承系列 [污]磨砂款可以盘[二哈]","1"
"5685","by-ones","844","会不会出传承系列 [污]磨砂款可以盘[二哈]","1"
"5686","抚州公安","844","玫瑰金，从冰凉的金属中透出一份浪漫和温馨。你值得挺拥有。","2"
"5687","JIYEON2____暮落","844","玫瑰金，从冰凉的金属中透出一份浪漫和温馨。你值得挺拥有。","2"
"5688","叶芙盖妮娅","844","男的戴这个手铐会不会有点儿娘[喵喵]","0"
"5689","贩卖机里的奶茶哪里卖","844","谁给个买家秀看看  有没有好评的[喵喵]","1"
"5690","不耐-","844","谁给个买家秀看看  有没有好评的[喵喵]","1"
"5691","隔壁大老李sss","844","谁给个买家秀看看  有没有好评的[喵喵]","1"
"5692","轩辕蝶衣008","844","有刻字服务吗？可以定制吗","1"
"5693","即墨子瑜","844","有刻字服务吗？可以定制吗","1"
"5694","_恍恍惚惚大魔王_","844","可以，但没必要","0"
"5695","怀远之窗","844","此次推陈出新，不仅是颜色的革新，手感也确实更加细腻，金属质地更加坚硬，手铐结实度更高。但重量反而减轻、形状也有微调，目的是更便于警察执法时携带。但不可以盘，转发更不会送[允悲]","0"
"5696","SensoryAnimals","844","此次推陈出新，不仅是颜色的革新，手感也确实更加细腻，金属质地更加坚硬，手铐结实度更高。但重量反而减轻、形状也有微调，目的是更便于警察执法时携带。但不可以盘，转发更不会送[允悲]","0"
"5697","吳誌國","844","这个，漂亮是漂亮，但是…还是不会有人喜欢吧[允悲]","0"
"5698","许染墨","844","关注点赞评论转发的人里抽一个带走吧[喵喵]","2"
"5699","岁暮不是铁憨憨","844","至臻小手镯？","1"
"5700","ShimmerOsh","844","至臻小手镯？","1"
"5701","李春林未来媳妇","844","至臻小手镯？","1"
"5702","帘卷西风AM","844","至臻小手镯？","1"
"5703","南丫岛的龙猫","844","根据材质不同，分128克版，和512克版？","1"
"5704","The_XX-","844","根据材质不同，分128克版，和512克版？","1"
"5705","fei晨","844","开玩笑皮一下：cnc削过吗，有磨砂质感吗[二哈][二哈][二哈]","1"
"5706","胡桃李子min","844","开玩笑皮一下：cnc削过吗，有磨砂质感吗[二哈][二哈][二哈]","1"
"5707","喵哆哆Ray","844","算了算了，不要","0"
"5708","AnnaCynthia","844","算了算了，不要","0"
"5709","亲爱的拿什么整死你","844","算了算了，不要","0"
"5710","什么猪都有","844","算了算了，不要","0"
"5711","咪迷米蜜不爱吃鱼","844","算了算了，不要","0"
"5712","福福福福福瑞斯","844","算了算了，不要","0"
"5713","双子座萝卜2010","844","算了算了，不要","0"
"5714","今天露脚脖了吗","844","算了算了，不要","0"
"5715","爵士病患者","844","算了算了，不要","0"
"5716","Guovey果味","844","算了算了，不要","0"
"5717","嗨我等你好久了","844","算了算了，不要","0"
"5718","be_tender","844","算了算了，不要","0"
"5719","改啥好呢可急死我","844","算了算了，不要","0"
"5720","慕雪未名","844","出镶钻版吗？","1"
